ID, R, G, B
1604,0.470588,0.45098,0.47451
1605,0.427451,0.407843,0.431373
1606,0.4,0.380392,0.403922
1607,0.388235,0.368627,0.392157
1608,0.317647,0.298039,0.321569
1609,0.290196,0.266667,0.294118
1610,0.321569,0.282353,0.313726
1611,0.282353,0.239216,0.270588
1612,0.376471,0.341176,0.380392
1613,0.607843,0.568627,0.552941
1614,0.501961,0.462745,0.447059
1615,0.423529,0.388235,0.427451
1616,0.380392,0.352941,0.384314
1617,0.258824,0.231373,0.262745
1618,0.101961,0.0745098,0.105882
1619,0.117647,0.0901961,0.121569
1620,0.105882,0.0980392,0.14902
1621,0.105882,0.0980392,0.14902
1622,0.105882,0.0980392,0.14902
1623,0.113725,0.105882,0.156863
1624,0.113725,0.109804,0.172549
1625,0.137255,0.129412,0.184314
1626,0.141176,0.129412,0.184314
1627,0.133333,0.117647,0.172549
1628,0.109804,0.105882,0.133333
1629,0.0862745,0.0784314,0.129412
1630,0.752941,0.74902,0.768627
1631,0.984314,0.984314,0.992157
1632,0.552941,0.537255,0.596078
1633,0.509804,0.498039,0.545098
1634,0.509804,0.498039,0.529412
1635,0.521569,0.513726,0.529412
1636,0.501961,0.482353,0.505882
1637,0.486275,0.466667,0.490196
1638,0.482353,0.462745,0.486275
1639,0.486275,0.466667,0.490196
1640,0.482353,0.462745,0.486275
1641,0.466667,0.443137,0.470588
1642,0.466667,0.427451,0.458824
1643,0.4,0.356863,0.388235
1644,0.509804,0.47451,0.513726
1645,0.537255,0.498039,0.490196
1646,0.498039,0.454902,0.45098
1647,0.388235,0.352941,0.392157
1648,0.431373,0.4,0.443137
1649,0.4,0.368627,0.411765
1650,0.313726,0.282353,0.32549
1651,0.192157,0.160784,0.203922
1652,0.0901961,0.0823529,0.133333
1653,0.0980392,0.0901961,0.141176
1654,0.0941176,0.0862745,0.137255
1655,0.101961,0.0941176,0.145098
1656,0.0980392,0.0901961,0.145098
1657,0.105882,0.0980392,0.152941
1658,0.0980392,0.0901961,0.145098
1659,0.0980392,0.0901961,0.145098
1660,0.623529,0.619608,0.65098
1661,1,1,1
1662,1,1,1
1663,1,1,1
1664,0.690196,0.67451,0.733333
1665,0.537255,0.505882,0.54902
1666,0.470588,0.443137,0.478431
1667,0.513726,0.486275,0.513726
1668,0.513726,0.486275,0.513726
1669,0.486275,0.466667,0.490196
1670,0.458824,0.439216,0.462745
1671,0.466667,0.447059,0.470588
1672,0.466667,0.447059,0.470588
1673,0.462745,0.443137,0.466667
1674,0.439216,0.415686,0.443137
1675,0.435294,0.396078,0.427451
1676,0.376471,0.333333,0.364706
1677,0.443137,0.407843,0.439216
1678,0.47451,0.427451,0.447059
1679,0.427451,0.384314,0.403922
1680,0.396078,0.360784,0.392157
1681,0.435294,0.403922,0.454902
1682,0.415686,0.384314,0.435294
1683,0.376471,0.345098,0.396078
1684,0.352941,0.321569,0.372549
1685,0.290196,0.27451,0.329412
1686,0.2,0.184314,0.239216
1687,0.117647,0.101961,0.156863
1688,0.12549,0.109804,0.164706
1689,0.109804,0.0862745,0.133333
1690,0.0941176,0.0823529,0.133333
1691,0.341176,0.337255,0.380392
1692,1,1,1
1693,1,1,1
1694,1,1,1
1695,0.513726,0.490196,0.541176
1696,0.607843,0.568627,0.631373
1697,0.486275,0.45098,0.470588
1698,0.6,0.560784,0.592157
1699,0.545098,0.505882,0.537255
1700,0.537255,0.498039,0.533333
1701,0.517647,0.498039,0.521569
1702,0.513726,0.494118,0.517647
1703,0.505882,0.486275,0.509804
1704,0.494118,0.47451,0.498039
1705,0.486275,0.466667,0.490196
1706,0.482353,0.458824,0.482353
1707,0.509804,0.470588,0.501961
1708,0.411765,0.368627,0.4
1709,0.458824,0.427451,0.454902
1710,0.45098,0.403922,0.443137
1711,0.470588,0.419608,0.458824
1712,0.403922,0.372549,0.4
1713,0.454902,0.423529,0.482353
1714,0.478431,0.447059,0.505882
1715,0.435294,0.403922,0.462745
1716,0.470588,0.439216,0.498039
1717,0.447059,0.423529,0.478431
1718,0.403922,0.380392,0.435294
1719,0.32549,0.301961,0.356863
1720,0.203922,0.180392,0.235294
1721,0.886275,0.854902,0.886275
1722,1,1,1
1723,1,1,1
1724,0.929412,0.92549,0.929412
1725,0.411765,0.364706,0.403922
1726,0.592157,0.556863,0.6
1727,0.572549,0.54902,0.588235
1728,0.541176,0.517647,0.54902
1729,0.572549,0.533333,0.560784
1730,0.533333,0.490196,0.513726
1731,0.521569,0.498039,0.513726
1732,0.486275,0.462745,0.478431
1733,0.462745,0.439216,0.454902
1734,0.47451,0.45098,0.466667
1735,0.486275,0.443137,0.47451
1736,0.498039,0.454902,0.486275
1737,0.505882,0.462745,0.494118
1738,0.478431,0.435294,0.466667
1739,0.478431,0.45098,0.478431
1740,0.478431,0.45098,0.478431
1741,0.498039,0.470588,0.498039
1742,0.47451,0.447059,0.47451
1743,0.494118,0.470588,0.52549
1744,0.498039,0.47451,0.529412
1745,0.52549,0.501961,0.556863
1746,0.529412,0.505882,0.560784
1747,0.533333,0.517647,0.576471
1748,0.482353,0.466667,0.52549
1749,0.447059,0.435294,0.478431
1750,0.372549,0.360784,0.396078
1751,1,1,1
1752,1,1,1
1753,0.282353,0.254902,0.301961
1754,0.533333,0.486275,0.52549
1755,0.52549,0.490196,0.533333
1756,0.52549,0.501961,0.541176
1757,0.513726,0.490196,0.517647
1758,0.501961,0.466667,0.490196
1759,0.490196,0.447059,0.470588
1760,0.462745,0.439216,0.454902
1761,0.458824,0.435294,0.45098
1762,0.486275,0.462745,0.478431
1763,0.490196,0.466667,0.482353
1764,0.490196,0.447059,0.478431
1765,0.501961,0.458824,0.490196
1766,0.494118,0.45098,0.482353
1767,0.498039,0.454902,0.486275
1768,0.482353,0.454902,0.482353
1769,0.498039,0.470588,0.498039
1770,0.505882,0.478431,0.505882
1771,0.490196,0.462745,0.490196
1772,0.560784,0.537255,0.592157
1773,0.541176,0.517647,0.572549
1774,0.556863,0.533333,0.588235
1775,0.517647,0.494118,0.54902
1776,0.545098,0.529412,0.588235
1777,0.529412,0.513726,0.572549
1778,0.486275,0.47451,0.517647
1779,0.447059,0.435294,0.470588
1780,0.854902,0.85098,0.878431
1781,1,1,1
1782,0.470588,0.443137,0.490196
1783,0.603922,0.556863,0.596078
1784,0.545098,0.509804,0.552941
1785,0.509804,0.486275,0.52549
1786,0.533333,0.509804,0.537255
1787,0.533333,0.494118,0.521569
1788,0.552941,0.509804,0.533333
1789,0.541176,0.517647,0.533333
1790,0.52549,0.501961,0.517647
1791,0.517647,0.494118,0.509804
1792,0.509804,0.486275,0.501961
1793,0.509804,0.466667,0.498039
1794,0.517647,0.47451,0.505882
1795,0.498039,0.454902,0.486275
1796,0.494118,0.45098,0.482353
1797,0.466667,0.439216,0.466667
1798,0.490196,0.462745,0.490196
1799,0.517647,0.490196,0.517647
1800,0.517647,0.490196,0.517647
1801,0.537255,0.513726,0.568627
1802,0.541176,0.517647,0.572549
1803,0.545098,0.521569,0.576471
1804,0.513726,0.490196,0.545098
1805,0.533333,0.517647,0.576471
1806,0.505882,0.490196,0.545098
1807,0.486275,0.47451,0.517647
1808,0.490196,0.478431,0.513726
1809,0.486275,0.470588,0.537255
1810,1,1,1
1811,0.619608,0.623529,0.670588
1812,0.368627,0.341176,0.392157
1813,0.596078,0.54902,0.588235
1814,0.568627,0.533333,0.576471
1815,0.517647,0.494118,0.533333
1816,0.47451,0.45098,0.482353
1817,0.505882,0.470588,0.494118
1818,0.529412,0.486275,0.509804
1819,0.513726,0.490196,0.505882
1820,0.482353,0.458824,0.47451
1821,0.47451,0.45098,0.466667
1822,0.482353,0.458824,0.47451
1823,0.529412,0.486275,0.517647
1824,0.529412,0.486275,0.517647
1825,0.505882,0.462745,0.494118
1826,0.490196,0.447059,0.478431
1827,0.47451,0.447059,0.47451
1828,0.47451,0.447059,0.47451
1829,0.501961,0.47451,0.501961
1830,0.505882,0.478431,0.505882
1831,0.470588,0.447059,0.501961
1832,0.513726,0.490196,0.545098
1833,0.45098,0.427451,0.482353
1834,0.447059,0.423529,0.478431
1835,0.439216,0.423529,0.482353
1836,0.454902,0.439216,0.494118
1837,0.470588,0.458824,0.501961
1838,0.380392,0.368627,0.403922
1839,0.364706,0.341176,0.380392
1840,0.992157,0.992157,0.996078
1841,1,1,1
1842,0.356863,0.380392,0.419608
1843,0.368627,0.345098,0.396078
1844,0.529412,0.482353,0.533333
1845,0.568627,0.52549,0.564706
1846,0.560784,0.537255,0.576471
1847,0.545098,0.517647,0.556863
1848,0.529412,0.490196,0.533333
1849,0.533333,0.486275,0.533333
1850,0.521569,0.478431,0.494118
1851,0.521569,0.478431,0.494118
1852,0.505882,0.462745,0.478431
1853,0.505882,0.462745,0.478431
1854,0.501961,0.47451,0.501961
1855,0.486275,0.458824,0.486275
1856,0.490196,0.462745,0.490196
1857,0.494118,0.466667,0.494118
1858,0.509804,0.466667,0.498039
1859,0.494118,0.45098,0.482353
1860,0.454902,0.411765,0.443137
1861,0.490196,0.447059,0.478431
1862,0.458824,0.435294,0.47451
1863,0.513726,0.490196,0.529412
1864,0.482353,0.458824,0.498039
1865,0.509804,0.486275,0.52549
1866,0.490196,0.466667,0.513726
1867,0.517647,0.494118,0.541176
1868,0.533333,0.509804,0.556863
1869,0.529412,0.505882,0.552941
1870,0.419608,0.392157,0.439216
1871,0.462745,0.454902,0.486275
1872,1,1,1
1873,1,1,1
1874,0.341176,0.352941,0.396078
1875,0.592157,0.564706,0.615686
1876,0.545098,0.498039,0.541176
1877,0.556863,0.52549,0.556863
1878,0.537255,0.517647,0.545098
1879,0.537255,0.513726,0.545098
1880,0.568627,0.529412,0.564706
1881,0.533333,0.486275,0.52549
1882,0.509804,0.462745,0.501961
1883,0.509804,0.462745,0.501961
1884,0.509804,0.462745,0.501961
1885,0.509804,0.462745,0.501961
1886,0.490196,0.462745,0.490196
1887,0.486275,0.458824,0.486275
1888,0.490196,0.462745,0.490196
1889,0.478431,0.45098,0.478431
1890,0.494118,0.45098,0.482353
1891,0.482353,0.439216,0.470588
1892,0.466667,0.423529,0.454902
1893,0.486275,0.443137,0.47451
1894,0.45098,0.431373,0.458824
1895,0.509804,0.490196,0.517647
1896,0.482353,0.462745,0.490196
1897,0.501961,0.482353,0.509804
1898,0.486275,0.462745,0.501961
1899,0.494118,0.470588,0.509804
1900,0.517647,0.494118,0.533333
1901,0.52549,0.501961,0.541176
1902,0.466667,0.431373,0.498039
1903,0.545098,0.52549,0.580392
1904,1,1,1
1905,1,1,1
1906,0.529412,0.52549,0.560784
1907,0.560784,0.52549,0.564706
1908,0.545098,0.505882,0.541176
1909,0.552941,0.537255,0.560784
1910,0.54902,0.529412,0.552941
1911,0.556863,0.533333,0.560784
1912,0.560784,0.521569,0.552941
1913,0.552941,0.509804,0.541176
1914,0.552941,0.505882,0.552941
1915,0.505882,0.458824,0.505882
1916,0.482353,0.435294,0.482353
1917,0.478431,0.431373,0.478431
1918,0.470588,0.443137,0.470588
1919,0.466667,0.439216,0.466667
1920,0.458824,0.431373,0.458824
1921,0.458824,0.431373,0.458824
1922,0.466667,0.423529,0.454902
1923,0.478431,0.435294,0.466667
1924,0.486275,0.443137,0.47451
1925,0.490196,0.447059,0.478431
1926,0.462745,0.423529,0.454902
1927,0.513726,0.47451,0.505882
1928,0.482353,0.443137,0.47451
1929,0.498039,0.458824,0.490196
1930,0.486275,0.447059,0.482353
1931,0.486275,0.447059,0.482353
1932,0.47451,0.435294,0.470588
1933,0.490196,0.45098,0.486275
1934,0.580392,0.533333,0.603922
1935,0.572549,0.545098,0.603922
1936,0.694118,0.686275,0.72549
1937,1,1,1
1938,0.858824,0.866667,0.901961
1939,0.54902,0.52549,0.560784
1940,0.552941,0.517647,0.54902
1941,0.545098,0.513726,0.537255
1942,0.513726,0.509804,0.517647
1943,0.490196,0.470588,0.486275
1944,0.505882,0.482353,0.498039
1945,0.513726,0.478431,0.498039
1946,0.494118,0.45098,0.47451
1947,0.490196,0.447059,0.470588
1948,0.486275,0.443137,0.466667
1949,0.494118,0.45098,0.47451
1950,0.47451,0.431373,0.454902
1951,0.454902,0.427451,0.454902
1952,0.458824,0.431373,0.458824
1953,0.443137,0.415686,0.443137
1954,0.454902,0.427451,0.454902
1955,0.458824,0.415686,0.447059
1956,0.470588,0.427451,0.458824
1957,0.478431,0.435294,0.466667
1958,0.470588,0.427451,0.458824
1959,0.462745,0.419608,0.443137
1960,0.466667,0.423529,0.447059
1961,0.470588,0.427451,0.45098
1962,0.45098,0.407843,0.431373
1963,0.458824,0.415686,0.447059
1964,0.470588,0.427451,0.458824
1965,0.454902,0.411765,0.443137
1966,0.45098,0.407843,0.439216
1967,0.454902,0.407843,0.447059
1968,0.462745,0.431373,0.458824
1969,0.568627,0.552941,0.592157
1970,1,1,1
1971,1,1,1
1972,0.572549,0.552941,0.6
1973,0.54902,0.517647,0.560784
1974,0.537255,0.509804,0.541176
1975,0.529412,0.505882,0.52549
1976,0.509804,0.486275,0.501961
1977,0.556863,0.513726,0.541176
1978,0.47451,0.431373,0.45098
1979,0.466667,0.427451,0.435294
1980,0.466667,0.427451,0.427451
1981,0.47451,0.45098,0.458824
1982,0.486275,0.454902,0.466667
1983,0.470588,0.431373,0.443137
1984,0.462745,0.415686,0.431373
1985,0.47451,0.431373,0.454902
1986,0.482353,0.439216,0.462745
1987,0.486275,0.443137,0.466667
1988,0.466667,0.423529,0.447059
1989,0.439216,0.396078,0.419608
1990,0.435294,0.392157,0.415686
1991,0.462745,0.419608,0.443137
1992,0.454902,0.411765,0.435294
1993,0.470588,0.427451,0.458824
1994,0.439216,0.396078,0.427451
1995,0.454902,0.411765,0.443137
1996,0.443137,0.4,0.431373
1997,0.462745,0.403922,0.423529
1998,0.443137,0.388235,0.415686
1999,0.431373,0.388235,0.419608
2000,0.407843,0.368627,0.403922
2001,0.384314,0.345098,0.376471
2002,0.403922,0.380392,0.392157
2003,0.509804,0.498039,0.517647
2004,0.941176,0.937255,0.956863
2005,0.854902,0.847059,0.87451
2006,0.580392,0.556863,0.603922
2007,0.568627,0.537255,0.580392
2008,0.541176,0.513726,0.545098
2009,0.52549,0.498039,0.521569
2010,0.552941,0.529412,0.545098
2011,0.560784,0.517647,0.545098
2012,0.517647,0.47451,0.494118
2013,0.513726,0.47451,0.482353
2014,0.486275,0.447059,0.447059
2015,0.462745,0.439216,0.447059
2016,0.470588,0.435294,0.447059
2017,0.454902,0.411765,0.427451
2018,0.454902,0.407843,0.423529
2019,0.47451,0.427451,0.443137
2020,0.45098,0.403922,0.419608
2021,0.45098,0.403922,0.419608
2022,0.443137,0.396078,0.411765
2023,0.466667,0.419608,0.435294
2024,0.431373,0.384314,0.4
2025,0.470588,0.423529,0.439216
2026,0.454902,0.407843,0.423529
2027,0.447059,0.396078,0.423529
2028,0.443137,0.392157,0.419608
2029,0.466667,0.415686,0.443137
2030,0.45098,0.4,0.427451
2031,0.454902,0.396078,0.411765
2032,0.458824,0.403922,0.427451
2033,0.486275,0.443137,0.470588
2034,0.466667,0.427451,0.458824
2035,0.494118,0.45098,0.509804
2036,0.54902,0.517647,0.556863
2037,0.556863,0.537255,0.576471
2038,0.54902,0.533333,0.603922
2039,1,1,1
2040,1,1,1
2041,0.572549,0.552941,0.607843
2042,0.584314,0.552941,0.603922
2043,0.572549,0.541176,0.584314
2044,0.564706,0.537255,0.568627
2045,0.521569,0.494118,0.517647
2046,0.513726,0.490196,0.505882
2047,0.501961,0.458824,0.486275
2048,0.517647,0.47451,0.494118
2049,0.501961,0.462745,0.470588
2050,0.509804,0.470588,0.470588
2051,0.47451,0.439216,0.443137
2052,0.45098,0.407843,0.415686
2053,0.45098,0.396078,0.407843
2054,0.458824,0.4,0.411765
2055,0.45098,0.396078,0.392157
2056,0.431373,0.376471,0.372549
2057,0.431373,0.376471,0.372549
2058,0.431373,0.376471,0.372549
2059,0.443137,0.388235,0.384314
2060,0.415686,0.360784,0.356863
2061,0.45098,0.396078,0.392157
2062,0.454902,0.4,0.396078
2063,0.447059,0.392157,0.392157
2064,0.454902,0.4,0.4
2065,0.443137,0.388235,0.388235
2066,0.45098,0.396078,0.396078
2067,0.462745,0.407843,0.407843
2068,0.454902,0.4,0.411765
2069,0.498039,0.454902,0.47451
2070,0.509804,0.47451,0.494118
2071,0.486275,0.443137,0.509804
2072,0.52549,0.494118,0.541176
2073,0.541176,0.521569,0.576471
2074,0.552941,0.533333,0.619608
2075,0.72549,0.709804,0.760784
2076,1,1,1
2077,0.792157,0.784314,0.819608
2078,0.580392,0.54902,0.611765
2079,0.572549,0.529412,0.584314
2080,0.552941,0.521569,0.564706
2081,0.533333,0.505882,0.537255
2082,0.560784,0.533333,0.556863
2083,0.501961,0.478431,0.494118
2084,0.505882,0.462745,0.490196
2085,0.505882,0.462745,0.482353
2086,0.505882,0.466667,0.47451
2087,0.494118,0.454902,0.454902
2088,0.454902,0.411765,0.411765
2089,0.470588,0.419608,0.419608
2090,0.478431,0.419608,0.423529
2091,0.458824,0.392157,0.396078
2092,0.427451,0.368627,0.34902
2093,0.423529,0.364706,0.345098
2094,0.419608,0.360784,0.341176
2095,0.419608,0.360784,0.341176
2096,0.419608,0.360784,0.341176
2097,0.415686,0.356863,0.337255
2098,0.435294,0.376471,0.356863
2099,0.45098,0.392157,0.372549
2100,0.439216,0.380392,0.368627
2101,0.431373,0.372549,0.360784
2102,0.431373,0.372549,0.360784
2103,0.439216,0.380392,0.368627
2104,0.435294,0.380392,0.376471
2105,0.439216,0.388235,0.388235
2106,0.443137,0.4,0.411765
2107,0.47451,0.439216,0.45098
2108,0.513726,0.47451,0.513726
2109,0.505882,0.482353,0.501961
2110,0.521569,0.505882,0.533333
2111,0.54902,0.533333,0.592157
2112,0.584314,0.556863,0.623529
2113,0.882353,0.882353,0.901961
2114,1,1,1
2115,1,1,1
2116,0.6,0.564706,0.623529
2117,0.568627,0.52549,0.580392
2118,0.541176,0.521569,0.576471
2119,0.537255,0.509804,0.541176
2120,0.545098,0.521569,0.541176
2121,0.513726,0.490196,0.501961
2122,0.505882,0.482353,0.490196
2123,0.501961,0.478431,0.486275
2124,0.486275,0.454902,0.462745
2125,0.482353,0.443137,0.443137
2126,0.45098,0.411765,0.407843
2127,0.466667,0.403922,0.411765
2128,0.466667,0.403922,0.407843
2129,0.458824,0.4,0.392157
2130,0.443137,0.384314,0.372549
2131,0.435294,0.376471,0.364706
2132,0.427451,0.368627,0.356863
2133,0.427451,0.368627,0.356863
2134,0.411765,0.352941,0.341176
2135,0.384314,0.345098,0.305882
2136,0.396078,0.345098,0.309804
2137,0.4,0.345098,0.309804
2138,0.431373,0.364706,0.333333
2139,0.423529,0.356863,0.32549
2140,0.415686,0.352941,0.32549
2141,0.411765,0.356863,0.333333
2142,0.419608,0.368627,0.356863
2143,0.427451,0.372549,0.368627
2144,0.443137,0.392157,0.392157
2145,0.443137,0.4,0.431373
2146,0.478431,0.439216,0.47451
2147,0.458824,0.415686,0.447059
2148,0.490196,0.443137,0.486275
2149,0.533333,0.486275,0.537255
2150,0.580392,0.533333,0.588235
2151,0.592157,0.592157,0.627451
2152,0.545098,0.552941,0.6
2153,0.996078,0.996078,1
2154,0.764706,0.760784,0.792157
2155,0.588235,0.556863,0.592157
2156,0.584314,0.541176,0.568627
2157,0.533333,0.509804,0.545098
2158,0.52549,0.486275,0.517647
2159,0.509804,0.470588,0.498039
2160,0.494118,0.458824,0.47451
2161,0.505882,0.470588,0.482353
2162,0.486275,0.462745,0.470588
2163,0.513726,0.478431,0.486275
2164,0.482353,0.439216,0.439216
2165,0.431373,0.388235,0.384314
2166,0.45098,0.388235,0.392157
2167,0.439216,0.376471,0.376471
2168,0.431373,0.372549,0.360784
2169,0.427451,0.368627,0.34902
2170,0.419608,0.360784,0.333333
2171,0.423529,0.364706,0.337255
2172,0.427451,0.368627,0.341176
2173,0.403922,0.345098,0.317647
2174,0.403922,0.352941,0.317647
2175,0.411765,0.360784,0.32549
2176,0.4,0.337255,0.305882
2177,0.419608,0.34902,0.321569
2178,0.411765,0.345098,0.313726
2179,0.411765,0.34902,0.321569
2180,0.415686,0.360784,0.341176
2181,0.415686,0.364706,0.352941
2182,0.439216,0.384314,0.380392
2183,0.415686,0.364706,0.364706
2184,0.415686,0.372549,0.403922
2185,0.435294,0.396078,0.431373
2186,0.52549,0.482353,0.513726
2187,0.572549,0.52549,0.560784
2188,0.537255,0.490196,0.533333
2189,0.411765,0.364706,0.415686
2190,0.466667,0.439216,0.490196
2191,0.533333,0.513726,0.568627
2192,0.537255,0.52549,0.596078
2193,1,1,1
2194,1,1,1
2195,0.580392,0.568627,0.603922
2196,0.588235,0.54902,0.560784
2197,0.568627,0.52549,0.529412
2198,0.52549,0.490196,0.521569
2199,0.545098,0.498039,0.533333
2200,0.494118,0.45098,0.478431
2201,0.509804,0.466667,0.486275
2202,0.52549,0.482353,0.498039
2203,0.494118,0.454902,0.470588
2204,0.494118,0.447059,0.458824
2205,0.47451,0.423529,0.427451
2206,0.462745,0.407843,0.403922
2207,0.47451,0.411765,0.411765
2208,0.439216,0.380392,0.368627
2209,0.415686,0.356863,0.333333
2210,0.407843,0.34902,0.321569
2211,0.403922,0.34902,0.305882
2212,0.403922,0.34902,0.305882
2213,0.380392,0.32549,0.282353
2214,0.4,0.345098,0.301961
2215,0.396078,0.341176,0.305882
2216,0.411765,0.34902,0.317647
2217,0.415686,0.341176,0.313726
2218,0.427451,0.34902,0.321569
2219,0.431373,0.364706,0.333333
2220,0.431373,0.368627,0.337255
2221,0.431373,0.376471,0.352941
2222,0.411765,0.364706,0.34902
2223,0.423529,0.368627,0.364706
2224,0.423529,0.372549,0.372549
2225,0.4,0.356863,0.388235
2226,0.380392,0.341176,0.376471
2227,0.388235,0.345098,0.364706
2228,0.494118,0.45098,0.478431
2229,0.47451,0.431373,0.466667
2230,0.513726,0.466667,0.509804
2231,0.556863,0.505882,0.568627
2232,0.580392,0.537255,0.6
2233,0.572549,0.537255,0.603922
2234,1,1,1
2235,0.72549,0.72549,0.756863
2236,0.584314,0.560784,0.611765
2237,0.568627,0.517647,0.54902
2238,0.560784,0.505882,0.533333
2239,0.533333,0.490196,0.52549
2240,0.501961,0.45098,0.486275
2241,0.494118,0.443137,0.47451
2242,0.486275,0.439216,0.458824
2243,0.454902,0.407843,0.423529
2244,0.447059,0.403922,0.419608
2245,0.45098,0.4,0.411765
2246,0.443137,0.380392,0.388235
2247,0.45098,0.384314,0.388235
2248,0.443137,0.384314,0.372549
2249,0.431373,0.372549,0.34902
2250,0.419608,0.364706,0.333333
2251,0.419608,0.364706,0.329412
2252,0.431373,0.372549,0.352941
2253,0.396078,0.337255,0.317647
2254,0.388235,0.329412,0.309804
2255,0.396078,0.337255,0.317647
2256,0.392157,0.32549,0.294118
2257,0.396078,0.32549,0.294118
2258,0.407843,0.329412,0.301961
2259,0.407843,0.317647,0.294118
2260,0.364706,0.298039,0.266667
2261,0.352941,0.290196,0.258824
2262,0.356863,0.301961,0.282353
2263,0.384314,0.333333,0.321569
2264,0.380392,0.32549,0.321569
2265,0.403922,0.352941,0.352941
2266,0.427451,0.384314,0.415686
2267,0.392157,0.352941,0.388235
2268,0.411765,0.368627,0.380392
2269,0.466667,0.423529,0.443137
2270,0.494118,0.45098,0.478431
2271,0.517647,0.47451,0.505882
2272,0.533333,0.501961,0.560784
2273,0.568627,0.541176,0.596078
2274,0.552941,0.541176,0.584314
2275,0.901961,0.901961,0.913725
2276,0.996078,1,1
2277,0.615686,0.584314,0.623529
2278,0.6,0.556863,0.588235
2279,0.533333,0.490196,0.521569
2280,0.501961,0.458824,0.490196
2281,0.47451,0.431373,0.462745
2282,0.454902,0.431373,0.45098
2283,0.509804,0.47451,0.490196
2284,0.498039,0.458824,0.466667
2285,0.490196,0.443137,0.447059
2286,0.513726,0.454902,0.466667
2287,0.443137,0.384314,0.396078
2288,0.447059,0.388235,0.4
2289,0.462745,0.403922,0.415686
2290,0.388235,0.356863,0.341176
2291,0.392157,0.352941,0.317647
2292,0.415686,0.360784,0.333333
2293,0.419608,0.345098,0.352941
2294,0.419608,0.333333,0.278431
2295,0.392157,0.341176,0.317647
2296,0.443137,0.403922,0.419608
2297,0.996078,0.996078,0.996078
2298,1,1,1
2299,0.960784,0.956863,0.964706
2300,0.384314,0.341176,0.345098
2301,0.372549,0.309804,0.305882
2302,0.403922,0.32549,0.282353
2303,0.431373,0.356863,0.301961
2304,0.478431,0.411765,0.380392
2305,0.462745,0.435294,0.431373
2306,0.466667,0.427451,0.419608
2307,0.443137,0.403922,0.403922
2308,0.486275,0.458824,0.462745
2309,0.501961,0.478431,0.486275
2310,0.505882,0.462745,0.486275
2311,0.482353,0.439216,0.466667
2312,0.486275,0.439216,0.478431
2313,0.498039,0.45098,0.498039
2314,0.537255,0.494118,0.556863
2315,0.556863,0.52549,0.588235
2316,0.545098,0.52549,0.588235
2317,0.729412,0.713726,0.768627
2318,0.741176,0.741176,0.788235
2319,0.580392,0.552941,0.588235
2320,0.584314,0.541176,0.572549
2321,0.537255,0.494118,0.52549
2322,0.545098,0.501961,0.533333
2323,0.490196,0.447059,0.478431
2324,0.478431,0.45098,0.47451
2325,0.513726,0.478431,0.494118
2326,0.501961,0.458824,0.470588
2327,0.494118,0.447059,0.45098
2328,0.470588,0.411765,0.423529
2329,0.443137,0.384314,0.396078
2330,0.427451,0.368627,0.380392
2331,0.443137,0.384314,0.396078
2332,0.423529,0.368627,0.372549
2333,0.407843,0.352941,0.32549
2334,0.407843,0.341176,0.301961
2335,0.407843,0.333333,0.305882
2336,0.384314,0.301961,0.313726
2337,0.733333,0.713726,0.721569
2338,1,1,1
2339,1,1,1
2340,0.537255,0.517647,0.537255
2341,0.372549,0.313726,0.298039
2342,0.372549,0.301961,0.27451
2343,0.384314,0.321569,0.294118
2344,0.384314,0.345098,0.341176
2345,0.403922,0.356863,0.352941
2346,0.427451,0.384314,0.388235
2347,0.431373,0.396078,0.403922
2348,0.45098,0.427451,0.435294
2349,0.470588,0.427451,0.45098
2350,0.466667,0.423529,0.45098
2351,0.498039,0.45098,0.490196
2352,0.509804,0.462745,0.509804
2353,0.498039,0.454902,0.509804
2354,0.521569,0.490196,0.54902
2355,0.541176,0.517647,0.580392
2356,0.639216,0.623529,0.690196
2357,1,1,1
2358,1,1,1
2359,0.6,0.576471,0.627451
2360,0.541176,0.513726,0.54902
2361,0.533333,0.490196,0.521569
2362,0.533333,0.490196,0.521569
2363,0.537255,0.494118,0.52549
2364,0.537255,0.494118,0.52549
2365,0.541176,0.513726,0.537255
2366,0.494118,0.458824,0.47451
2367,0.498039,0.454902,0.466667
2368,0.498039,0.45098,0.454902
2369,0.490196,0.435294,0.431373
2370,0.494118,0.439216,0.435294
2371,0.45098,0.396078,0.392157
2372,0.411765,0.356863,0.352941
2373,0.419608,0.345098,0.360784
2374,0.427451,0.360784,0.341176
2375,0.419608,0.364706,0.329412
2376,0.403922,0.345098,0.317647
2377,0.92549,0.913725,0.929412
2378,1,1,1
2379,0.509804,0.490196,0.513726
2380,0.403922,0.34902,0.345098
2381,0.431373,0.360784,0.352941
2382,0.423529,0.364706,0.364706
2383,0.431373,0.376471,0.372549
2384,0.443137,0.392157,0.396078
2385,0.443137,0.4,0.411765
2386,0.470588,0.431373,0.447059
2387,0.490196,0.447059,0.470588
2388,0.478431,0.435294,0.462745
2389,0.47451,0.427451,0.466667
2390,0.490196,0.443137,0.490196
2391,0.490196,0.45098,0.494118
2392,0.509804,0.478431,0.52549
2393,0.545098,0.52549,0.580392
2394,0.592157,0.576471,0.635294
2395,1,1,1
2396,0.854902,0.870588,0.886275
2397,0.560784,0.545098,0.576471
2398,0.560784,0.513726,0.552941
